time,bearingAccuracy,speedAccuracy,verticalAccuracy,horizontalAccuracy,speed,bearing,altitude,longitude,latitude,qz,qy,qx,qw,roll,pitch,yaw,acc_z,acc_y,acc_x,gyro_z,gyro_y,gyro_x,mag_z,mag_y,mag_x,relativeAltitude,pressure,grav_z,grav_y,grav_x
2023-08-09 16:37:45.600000+00:00,0.0,0.8618167042732239,12.64353370666504,12.057886123657228,0.0,0.0,65.44687616925147,-75.08315780740286,40.182190879527845,0.4634066939353943,0.493955934047699,0.5219786882400512,0.518458902835846,2.429169845581055,-1.5273001670837405,0.9414920091629028,-0.2751746016244094,9.827920913696287,-0.0557328301171461,0.0286597612624367,-0.0105119720489407,0.0055232408146063,-6.608739948272705,-178.3749740600586,189.8075973510742,1.3068695068359375,997.8540161132812,-0.2772921323776244,9.802187283833822,-0.2760860919952392
2023-08-09 16:37:46.600000+00:00,0.0,0.7794222235679626,6.076403617858887,6.638463973999023,0.0,0.0,70.65094622440098,-75.08317361541081,40.182092818552526,0.4639741977055867,0.4955364465713501,0.5213623344898224,0.5170618196328481,2.452114462852478,-1.52574622631073,0.960272490978241,-0.328514610727628,9.74018398920695,-0.2407777793705463,0.0024180080120762,-0.00213802830937,0.0011199192667845,-6.269579935073852,-178.8031982421875,188.60101623535155,0.1294723510742187,997.9937622070312,-0.3027380406856536,9.801403681437174,-0.2773589839537938
2023-08-09 16:37:47.600000+00:00,0.0,20.0,6.867760181427002,8.252755165100098,0.0,0.0,71.0898922402189,-75.08316879908965,40.182086245378656,0.4643702854712804,0.4951021025578181,0.5214228133360544,0.5170613427956899,2.4576429526011148,-1.5268964370091755,0.9658985634644828,-0.3329612642526626,9.745727348327636,-0.2608176678419113,-0.0050090949982404,-0.003512475406751,-0.0002748892176896,-6.879579830169678,-179.06305541992188,189.40499572753907,-0.1949996948242187,998.03232421875,-0.3014884173870086,9.801658248901369,-0.2696618437767028
2023-08-09 16:37:48.600000+00:00,0.0,20.0,6.584315299987793,7.183884620666504,0.0,0.0,70.73853799247057,-75.08317558598883,40.18209498455716,0.4647533357143402,0.4947749972343445,0.5215388059616088,0.5169132828712464,2.469591999053955,-1.5278358936309815,0.9777586698532104,-0.3888336767752965,9.80399258931478,-0.1959123524526755,0.0018071431162146,-0.00160352125143,0.0019089540389056,-7.8775399684906,-178.63239593505858,189.3391143798828,-0.2467880249023437,998.0384887695312,-0.3027425209681192,9.801889260609943,-0.259677102168401
2023-08-09 16:37:49.900000+00:00,0.0,0.2699802219867706,6.162787437438965,5.945004940032959,0.0,0.0,70.07840078836335,-75.08317459821679,40.182098100544295,0.4626050194104512,0.4970849355061849,0.5235810975233713,0.5145541330178579,2.572972297668457,-1.520385245482127,1.0806663433710737,-0.9751948595046998,9.76726303100586,-0.2656033191829919,0.0047342058271169,0.0019242256879806,0.0047342058271169,-7.773839855194092,-179.08989562988282,190.5225143432617,-0.00369873046875,998.0096069335938,-0.395539128780365,9.79846534729004,-0.2640442490577698
2023-08-09 16:37:50.900000+00:00,0.0,20.0,6.051835536956787,5.629839897155762,0.0,0.0,69.5404810535297,-75.083169850831,40.182093566363,0.4512049198150635,0.5122459053993225,0.5331953406333924,0.499720686674118,2.8229963779449463,-1.4723028898239137,1.3217639923095703,-3.15982194741567,9.690931797027588,-0.4090729653835296,-0.0068213287740945,0.0239255559669496,-0.0135408459367075,-5.916999959945679,-179.08257904052735,191.095915222168,1.224957275390625,997.8637939453124,-0.897347758213679,9.76423454284668,-0.3007713357607524
2023-08-09 16:37:51.900000+00:00,13.466317176818848,0.5373023152351379,5.889793395996094,5.840320587158203,1.965477466583252,218.4664764404297,68.69506909392436,-75.08317629366725,40.18208048423073,0.4475384354591369,0.5285506010055542,0.5340973258018493,0.484852546453476,2.880812072753906,-1.4366193532943723,1.3529768705368042,-2.464407960573832,9.8091770807902,-0.5548357367515564,0.0033343059961528,0.0434732440238197,0.0238491961111624,-6.447699880599975,-178.48721771240236,191.27159576416017,0.3910598754882812,997.9627563476564,-1.253140350182851,9.723725001017254,-0.3381004482507705
2023-08-09 16:37:52.900000+00:00,10.0,0.7110780477523804,5.805435657501221,6.107614040374756,3.4718246459960938,217.31320190429688,68.25426921732114,-75.0832004961618,40.18204936268806,0.4495060642560323,0.5407251119613647,0.5332273244857788,0.4703497191270192,2.952990214029948,-1.4139527281125386,1.3955813646316528,-2.483749890327453,9.61220760345459,-0.3480360401794314,0.0222049511969089,-0.0054672434926032,0.0062613695859908,-5.5387999534606935,-178.07119750976562,190.31267700195312,0.4613418579101562,997.9544067382812,-1.4947786569595336,9.691178131103516,-0.2875149190425873
2023-08-09 16:37:53.900000+00:00,10.0,0.7194127440452576,5.82451057434082,5.713667392730713,4.816292762756348,216.24267578125,68.4871396538277,-75.0832396525983,40.18200195558381,0.4479475378990173,0.5451378941535949,0.5376306176185608,0.4616493165493011,3.016594982147217,-1.3961062669754027,1.4520172357559205,-2.369891424973806,9.90987491607666,0.1060818061232566,0.0060781098902225,-0.0092851512134074,0.0034208450466394,-5.003219842910767,-178.98497924804687,189.86249542236328,0.7371963500976563,997.9217163085938,-1.682929595311483,9.662223815917969,-0.2124343241254488
2023-08-09 16:37:54.900000+00:00,10.0,0.7285411357879639,5.824049949645996,5.476591110229492,6.325443744659424,214.66534423828125,69.18992602511236,-75.08328578969274,40.18194534696744,0.4470322787761688,0.542442786693573,0.5402245640754699,0.462681257724762,3.031880235671997,-1.3967010736465455,1.474566435813904,-1.5919249455134077,9.786943912506104,-0.2833500988781451,-0.0127009057905525,0.0101556357306738,-0.0242818941672642,-5.5070798873901365,-178.44329833984375,189.92837829589843,0.4845901489257812,997.9516357421876,-1.674653430779775,9.664190451304115,-0.1854948326945305
