time,bearingAccuracy,speedAccuracy,verticalAccuracy,horizontalAccuracy,speed,bearing,altitude,longitude,latitude,qz,qy,qx,qw,roll,pitch,yaw,acc_z,acc_y,acc_x,gyro_z,gyro_y,gyro_x,mag_z,mag_y,mag_x,relativeAltitude,pressure,grav_z,grav_y,grav_x
2024-06-20 16:55:50.400000+00:00,2.67419958114624,0.1799029111862182,2.957301378250122,3.3338589668273926,0.0137810986489057,109.79612731933594,327.2876585535133,-76.0943311659498,41.30583360486328,-0.18451586365699765,-0.15798908306492696,0.6932748092545403,0.67850085761812,1.834293458196852,-1.5278535683949788,2.323648108376397,-0.06540381892894703,9.800203879674276,-0.4579264298081398,0.0029710263902829274,-0.005178471296940982,0.006677867691244227,-42.098539161682126,74.8915283203125,-24.52504959106445,-0.10892571343315972,984.7569105360243,-0.10193953053517771,9.7987023266879,-0.459503325549039
2024-06-20 16:55:51.400000+00:00,2.680044651031494,0.1807525306940078,2.9725656509399414,3.372145652770996,0.0424926131963729,109.89139556884766,327.22146329453915,-76.09433001298204,41.3058341852204,-0.1851013221523978,-0.15856852043758735,0.6936004216020758,0.6778731779618696,1.8603393272920088,-1.5271749388087879,2.3513960404829546,-0.10229316895658318,9.774245435541326,-0.4512102170424028,-0.001915895582483655,-0.00034708256663925475,0.0004164991392330638,-42.67010936737061,74.55724906921387,-24.989259338378908,-0.08297271728515625,984.7539184570312,-0.11554344472560012,9.798552859913219,-0.45948825641111896
2024-06-20 16:55:52.400000+00:00,2.686659097671509,0.1893013566732406,2.964306592941284,3.394747495651245,0.0424932390451431,109.9829330444336,327.2174376449886,-76.0943285805038,41.30583508030209,-0.18519161641597745,-0.1584653177044608,0.6936556751077826,0.6778161308982156,1.8602807196703823,-1.5268589908426458,2.3513202450492163,-0.15129165182059456,9.748522585088557,-0.45284168828617444,-0.0008272133466865166,-8.908452582545835e-05,-0.001183551417246525,-42.4090295791626,74.6999885559082,-24.920939445495605,0.04807891845703125,984.738525390625,-0.11622045324607325,9.798576354980469,-0.4588149271228097
2024-06-20 16:55:53.400000+00:00,2.693754911422729,0.2046597599983215,2.942891836166382,3.3962416648864746,0.0637595131993293,109.98291778564452,327.40693142026976,-76.09432741922782,41.30583860643584,-0.18535002524202515,-0.15829629112373694,0.6936745751987804,0.677792950110002,1.8561195135116577,-1.5264290462840686,2.347146142612804,-0.16804140928963365,9.746728030118076,-0.43875666098161176,0.0004164990334009635,-0.0003470825190147728,-0.0019991953264583183,-42.83907890319824,74.72987861633301,-24.856889629364012,-0.01559600830078125,984.7459045410156,-0.11594714224338526,9.798585284839977,-0.45869571241465484
2024-06-20 16:55:54.400000+00:00,2.6569201946258545,0.0280904322862625,2.674491167068481,3.3856701850891118,0.0009205511887557,109.97956848144533,326.791276882941,-76.09432641200573,41.305836585653445,-0.18548191948370496,-0.15807549113577057,0.693710289218209,0.6777718717401678,1.852096525105563,-1.5259581479159268,2.342996055429632,-0.19675528173419557,9.715240565213291,-0.4397899237546054,8.329988023350905e-05,0.0005414487704084181,-0.002693360274530591,-42.82260932922363,75.08062744140625,-25.31194934844971,-0.09169158935546876,984.7549682617188,-0.11620525677095755,9.798605745488947,-0.4581892598759044
2024-06-20 16:55:55.400000+00:00,2.665224313735962,0.0641959235072135,2.569868326187134,3.338881015777588,0.0116539746522903,109.9745101928711,327.1260858313894,-76.09432572243655,41.30583830649365,-0.18560801175507627,-0.15784765915437174,0.6937706199559298,0.677728685465726,1.8494120294397527,-1.5254510315981777,2.340166200291027,-0.19006625376641748,9.72214716131037,-0.4420739872889085,0.0014438634084812454,-0.0002915491932071638,-0.0015826963565566364,-42.594468879699704,74.99644889831544,-24.738549518585206,-0.0105743408203125,984.7453857421875,-0.1173643184204896,9.798595666885376,-0.4581088150540988
2024-06-20 16:55:56.400000+00:00,2.671888828277588,0.1039851680397987,2.5521223545074463,3.299778461456299,0.0480752475559711,109.9285888671875,327.46128775956004,-76.09432452859264,41.30583958873552,-0.20269952037117694,-0.18332295526157721,0.6926403912630948,0.6674915985627607,2.207753961736506,-1.5258554978804155,2.760834650559859,-0.3087285032326525,9.774408513849432,-0.2279707406732169,-0.002971026617821965,-0.01080120676620442,0.027752718126231944,-41.80939922332764,74.01861877441407,-24.079749488830565,-0.08773040771484375,984.7544250488281,-0.2543522160161625,9.799355853687633,-0.3786675117232583
2024-06-20 16:55:57.400000+00:00,2.6764509677886963,0.1346114724874496,2.566288709640503,3.270752191543579,0.0211836528033018,112.2270050048828,327.6385637306778,-76.09432334960397,41.30584041857456,-0.19477586177262388,-0.16819582879543302,0.6935648918151855,0.672859560359608,1.9730417403307827,-1.5231361280788074,2.4923212094740435,-0.22356576743451032,9.746945467862217,-0.3978611488233913,0.010273642991457827,-0.000999598001891909,0.01066237506033338,-42.398659324646,74.65972938537598,-25.280839347839354,0.0166412353515625,984.7422424316406,-0.17978626625104382,9.798006057739258,-0.4503105499527671
2024-06-20 16:55:58.400000+00:00,2.6833503246307373,0.1684951931238174,2.6078476905822754,3.292554378509521,0.0403119102120399,111.6267547607422,327.7995511877083,-76.09432187482007,41.30584135397429,-0.19531496817415406,-0.1674243875525214,0.6931605230678212,0.6733122413808649,1.929952935738997,-1.522378834811124,2.44889742677862,-0.18294216586615547,9.75211186842485,-0.44740345599976455,0.014591349161822644,-0.01350845160513099,0.0015271631577475366,-42.18942928314209,75.17639923095703,-25.236309242248534,-0.03039398193359375,984.7476928710937,-0.16346619278192517,9.797758976618448,-0.4617699260512988
2024-06-20 16:55:59.400000+00:00,2.6901636123657227,0.2018202990293502,2.6533727645874023,3.363711357116699,0.0394973568618297,111.74159240722656,328.020190275038,-76.09432053009435,41.30584322263567,-0.19539749757810068,-0.16839317706498227,0.6930325789885088,0.6731786077672784,1.9445291540839456,-1.5233917778188533,2.465006048029119,-0.15901394103738395,9.772668491710316,-0.4421827495098114,0.0006525151600891638,-0.000888531261642291,-0.0014438632589933997,-42.68657932281494,75.13491935729981,-25.70417947769165,0.0887725830078125,984.7336853027343,-0.16711166771975428,9.798383452675559,-0.4470707123929804
