time,seconds_elapsed,bearingAccuracy,speedAccuracy,verticalAccuracy,horizontalAccuracy,speed,bearing,altitude,longitude,latitude
1691185679400000000,0.824,0,0,12.377603530883789,77.5999984741211,0,0,10.5,-75.2957588,40.1050023
1691185689486000000,10.910000244140624,0,0,5.421502113342285,42.5,0,0,10.5,-75.2957727,40.1050047
1691185694499000000,15.923,0,0,16.59490394592285,92.9000015258789,0,0,10.5,-75.2957678,40.1050008
1691185699496000000,20.92,0,0,12.377603530883789,77.5999984741211,0,0,10.5,-75.2957588,40.1050023
1691185704501000000,25.925,0,0,7.479101181030273,68.4000015258789,0,0,10.5,-75.2957676,40.1049951
1691185709510000000,30.934000244140623,0,0,3.803657054901123,34.2760009765625,0,0,10.199999809265137,-75.2948431,40.1055214
1691185719779000000,41.203,0,0,9.58521556854248,64.0999984741211,0,0,10.5,-75.2957599,40.1049964
1691185728518000000,49.94200024414062,0,0,4.047811031341553,38.125999450683594,0,0,7.099999904632568,-75.2948995,40.103123
1691185733506000000,54.92999975585938,0,0,30.565101623535156,122.4000015258789,0,0,9.199999809265137,-75.2933802,40.1055758
1691185753521000000,74.945,0,0,2.808607578277588,36.900001525878906,0,0,5.300000190734863,-75.2918871,40.1030749
1691185760487000000,81.911,0,0,4.784952163696289,60,0,0,5.300000190734863,-75.291878,40.1030834
1691185765501000000,86.925,0,0,7.7500128746032715,77.5999984741211,0,0,5.300000190734863,-75.2917972,40.1031519
1691185805490000000,126.91399975585938,0,0,41.602500915527344,135.60000610351562,0,0,5.099999904632568,-75.2825426,40.106003
1691185825510000000,146.93400024414063,0,0,2.5318243503570557,38.391998291015625,0,0,7.200000286102295,-75.2814813,40.1047837
1691185832508000000,153.932,0,0,2.39630389213562,38.599998474121094,0,0,7.200000286102295,-75.2813828,40.1048009
1691185837513000000,158.937,0,0,4.469260215759277,55.4900016784668,0,0,7.200000286102295,-75.2814808,40.1047778
1691185842501000000,163.925,0,0,6.091701030731201,52.13100051879883,0,0,7.200000286102295,-75.2816028,40.1048212
1691185847588000000,169.012,0,0,6.30557918548584,39.5359992980957,0,0,7.200000286102295,-75.2814633,40.1047498
1691185852523000000,173.947,0,0,5.013944625854492,51.94599914550781,0,0,7.200000286102295,-75.2813434,40.1047225
1691185857582000000,179.00600024414064,0,0,9.029659271240234,64.7490005493164,0,0,8.09999942779541,-75.2805334,40.1044449
1691185862617000000,184.041,0,0,5.358872413635254,71.23699951171875,0,0,7.200000286102295,-75.281368,40.1049122
1691185867570000000,188.99399975585936,0,0,5.4260077476501465,44.694000244140625,0,0,7.200000286102295,-75.2815883,40.1048901
1691185872589000000,194.013,0,0,6.6998443603515625,43.98699951171875,0,0,7.200000286102295,-75.2815815,40.1047898
1691185879842000000,201.26599975585938,0,0,9.938459396362305,48.13100051879883,0,0,7.200000286102295,-75.2815401,40.1047794
1691185882628000000,204.052,0,0,5.828048229217529,43.2400016784668,0,0,7.200000286102295,-75.2814813,40.104822
1691185887686000000,209.11000024414062,0,0,3.304456949234009,41.189998626708984,0,0,8.09999942779541,-75.2810396,40.1047499
1691185892704000000,214.128,0,0,1.4593812227249146,51.928001403808594,0,0,7.200000286102295,-75.2815139,40.1047497
1691185952663000000,274.087,0,0,16.413040161132812,180,0,0,18.5,-75.2804547,40.1090436
1691186012684000000,334.108,0,0,14.976900100708008,107.90399932861328,0,0,23.69999885559082,-75.2855947,40.1122912
1691186072703000000,394.127,0,0,6.400384426116943,77.5999984741211,0,0,21,-75.2797289,40.1091856
1691186092775000000,414.199,0,0,14.579506874084473,98.4000015258789,0,0,48.10000228881836,-75.2811282,40.1192772
1691186112737000000,434.161,0,0,18.489999771118164,98.4000015258789,0,0,79,-75.2842173,40.1233847
1691186132731000000,454.155,0,0,2.7405123710632324,26.121000289916992,0,0,50.30000305175781,-75.2860273,40.1285445
1691186192780000000,514.204,0,0,30.565101623535156,122.4000015258789,0,0,74.70000457763672,-75.2870314,40.1455227
1691186212791000000,534.215,0,0,26.625600814819336,116.0999984741211,0,0,43,-75.2959542,40.152381
1691186232795000000,554.219,0,0,13.312800407409668,116.0999984741211,0,0,59.400001525878906,-75.2961958,40.1582068
1691186352078000000,673.5020002441406,0,0,0,1600,0,0,0,-75.3013121,40.1773234
1691186372095000000,693.519,0,0,0,1500,0,0,0,-75.3188063,40.2027451
1691186392104000000,713.528,0,0,0,1500,0,0,0,-75.3188063,40.2027451
1691186412109000000,733.533,0,0,0,1500,0,0,0,-75.3188063,40.2027451
1691186432108000000,753.532,0,0,0,1600,0,0,0,-75.330468,40.2208336
1691186452857000000,774.281,0,0,49.510414123535156,142.5,0,0,62.20000076293945,-75.3269488,40.2132669
1691186472895000000,794.319,0,0,26.625600814819336,116.0999984741211,0,0,38.10000228881836,-75.330942,40.2238843
1691186492896000000,814.32,0,0,8.995135307312012,82.5,0,0,47,-75.332703,40.2287388
1691186512924000000,834.348,0,0,30.565101623535156,122.4000015258789,0,0,40.400001525878906,-75.3362518,40.2342179
1691186519836000000,841.26,0,0,23.401405334472656,110,0,0,36.400001525878906,-75.3393056,40.2337813
1691186552929000000,874.353,0,0,23.401405334472656,110,0,0,51.60000228881836,-75.3452915,40.2458808
1691186572939000000,894.363,0,0,20.729272842407227,104.0999984741211,0,0,49.20000076293945,-75.3469485,40.2475315
1691186679847000000,1001.271,0,0,7.469775676727295,82.5,0,0,60.20000076293945,-75.3601499,40.275296
1691186712986000000,1034.4099997558594,0,0,2.1042699813842773,35.36000061035156,0,0,66.20000457763672,-75.3650885,40.2863526
1691186732228000000,1053.652,0,0,0,1700,0,0,0,-75.3647191,40.2868487
1691186793010000000,1114.4339997558593,0,0,26.625600814819336,116.0999984741211,0,0,68.80000305175781,-75.3728267,40.3086098
1691186813025000000,1134.449,0,0,41.602500915527344,135.60000610351562,0,0,79.30000305175781,-75.3767943,40.3133832
1691186872294000000,1193.7180002441405,0,0,0,1700,0,0,0,-75.3851203,40.3416445
1691186912304000000,1233.728,0,0,0,1700,0,0,0,-75.3851203,40.3416445
1691186991537000000,1312.961,0,0,8.595064163208008,82.5,0,0,57.30000305175781,-75.3814319,40.3288922
1691186996584000000,1318.008,0,0,6.846582889556885,92.9000015258789,0,0,56.10000228881836,-75.3815054,40.328854
1691186999786000000,1321.2099997558594,0,0,3.3467934131622314,89.8270034790039,0,0,55.900001525878906,-75.3816105,40.329029
